City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
337,Okhotsk,RU,59.3833,143.3,23.43,74,100,9.62,overcast clouds,2022-04-27 17:00:34
338,Pacific Grove,US,36.6177,-121.9166,56.34,75,54,11.01,broken clouds,2022-04-27 17:00:34
339,Koutsouras,GR,35.0339,25.9469,70.11,55,0,4.18,clear sky,2022-04-27 17:00:35
340,Kimbe,PG,-5.5502,150.1429,75.99,94,62,3.02,light rain,2022-04-27 17:00:35
341,Dubbo,AU,-32.25,148.6167,60.93,100,100,8.05,overcast clouds,2022-04-27 17:00:36
342,Caravelas,BR,-17.7125,-39.2481,81.9,68,19,7.92,few clouds,2022-04-27 17:00:36
343,Shagonar,RU,51.5333,92.8,41.11,62,71,1.16,broken clouds,2022-04-27 17:00:36
344,Pokhara,NP,28.2333,83.9833,75.87,30,1,7.34,clear sky,2022-04-27 17:00:37
345,Sonari,IN,27.0667,95.0333,71.62,90,56,3.11,broken clouds,2022-04-27 17:00:37
346,Bolu,TR,40.6667,31.5833,54.88,78,38,3.22,scattered clouds,2022-04-27 17:00:38
347,Mecca,SA,21.4267,39.8261,90.39,35,3,14.97,clear sky,2022-04-27 17:00:38
348,Shache,CN,38.4167,77.2406,68.41,25,95,3.44,overcast clouds,2022-04-27 17:00:38
349,Meulaboh,ID,4.1363,96.1285,78.82,87,98,2.68,overcast clouds,2022-04-27 17:00:39
350,Zaltan,LY,32.947,11.8665,67.14,68,98,29.3,overcast clouds,2022-04-27 17:00:39
351,Warrnambool,AU,-38.3833,142.4833,59.81,84,100,9.35,overcast clouds,2022-04-27 17:00:40
352,Bara,NG,10.3744,10.7288,91.24,32,96,2.37,overcast clouds,2022-04-27 17:00:40
353,Bonavista,CA,48.6499,-53.1147,39.49,80,100,8.57,overcast clouds,2022-04-27 17:00:40
354,Beyneu,KZ,45.3167,55.2,70.56,33,94,15.79,overcast clouds,2022-04-27 17:00:41
355,Linhai,CN,28.85,121.1167,63.93,77,87,2.1,overcast clouds,2022-04-27 17:00:42
356,Paracatu,BR,-17.2222,-46.8747,86.97,32,0,6.73,clear sky,2022-04-27 17:00:42
357,Taoudenni,ML,22.6783,-3.9836,94.68,9,0,10.47,clear sky,2022-04-27 17:00:42
358,Gamba,GA,-2.65,10.0,77.32,83,99,3.62,overcast clouds,2022-04-27 17:00:43
359,Airai,TL,-8.9266,125.4092,60.4,94,58,0.69,broken clouds,2022-04-27 17:00:41
360,Ekhabi,RU,53.5102,142.9671,25.32,90,100,32.17,snow,2022-04-27 17:00:43
361,Lagoa,PT,39.05,-27.9833,62.13,92,93,28.97,overcast clouds,2022-04-27 17:00:44
362,Griffith,US,41.5284,-87.4237,47.3,66,75,10.36,broken clouds,2022-04-27 17:00:44
363,Bilibino,RU,68.0546,166.4372,10.62,97,100,4.68,overcast clouds,2022-04-27 17:00:45
364,Ornskoldsvik,SE,63.2909,18.7153,38.35,41,20,9.22,few clouds,2022-04-27 16:59:15
365,Beipiao,CN,41.7919,120.7792,50.41,14,99,3.76,overcast clouds,2022-04-27 17:00:45
366,Naze,JP,28.3667,129.4833,70.34,90,100,9.91,overcast clouds,2022-04-27 17:00:46
367,Yelizovo,RU,53.1873,158.3805,32.22,94,100,11.81,snow,2022-04-27 17:01:46
368,Tecpan,GT,14.7623,-90.9947,65.89,46,20,5.5,few clouds,2022-04-27 17:01:46
369,Kenai,US,60.5544,-151.2583,42.03,90,72,3.04,broken clouds,2022-04-27 17:01:47
370,Deputatskiy,RU,69.3,139.9,2.08,99,100,1.48,overcast clouds,2022-04-27 17:01:47
371,Nurota,UZ,40.5614,65.6886,67.8,28,78,17.58,broken clouds,2022-04-27 17:01:48
372,Limpapa,PH,7.1197,121.9106,74.84,92,100,5.95,light rain,2022-04-27 17:01:48
373,Zaraza,VE,9.3503,-65.3245,85.87,58,100,5.99,overcast clouds,2022-04-27 17:01:48
374,Vilhena,BR,-12.7406,-60.1458,88.02,48,40,9.22,scattered clouds,2022-04-27 16:59:52
375,Sremska Mitrovica,RS,44.9764,19.6122,56.88,88,65,15.88,broken clouds,2022-04-27 17:01:49
376,Sarh,TD,9.1429,18.3923,85.6,52,100,3.18,light rain,2022-04-27 17:01:49
377,Del Rio,US,29.3627,-100.8968,69.91,83,100,10.36,mist,2022-04-27 17:01:49
378,Kharan,PK,28.5833,65.4167,91.83,11,85,2.82,overcast clouds,2022-04-27 17:01:50
379,Malambo,CO,10.8595,-74.7739,88.3,59,100,4.7,overcast clouds,2022-04-27 17:01:50
380,Huanren,CN,41.2647,125.3667,41.23,33,60,2.71,broken clouds,2022-04-27 17:01:51
381,Namatanai,PG,-3.6667,152.4333,80.04,83,70,8.55,broken clouds,2022-04-27 17:01:51
382,Abu Dhabi,AE,24.4667,54.3667,86.11,61,0,6.91,clear sky,2022-04-27 16:58:40
383,Guben,DE,51.9499,14.7145,61.27,50,42,6.55,scattered clouds,2022-04-27 17:01:52
384,Qui Nhon,VN,13.7667,109.2333,79.54,91,28,5.23,scattered clouds,2022-04-27 17:01:52
385,Koslan,RU,63.4564,48.8989,24.17,92,100,3.76,overcast clouds,2022-04-27 17:01:52
386,Pangkalanbuun,ID,-2.6833,111.6167,75.42,95,95,0.16,overcast clouds,2022-04-27 17:01:53
387,Grand Gaube,MU,-20.0064,57.6608,74.37,80,44,8.57,scattered clouds,2022-04-27 17:01:53
388,Batagay,RU,67.6333,134.6333,7.92,98,100,2.91,overcast clouds,2022-04-27 17:01:53
389,Thinadhoo,MV,0.5333,72.9333,83.77,74,100,4.27,overcast clouds,2022-04-27 17:01:54
390,Sisimiut,GL,66.9395,-53.6735,34.59,97,100,19.84,light snow,2022-04-27 17:01:54
391,Kismayo,SO,-0.3582,42.5454,83.39,74,95,11.39,overcast clouds,2022-04-27 17:01:55
392,Ratnagiri,IN,16.9833,73.3,83.12,79,58,3.8,broken clouds,2022-04-27 17:01:55
393,Komsomolskiy,UZ,40.4272,71.7189,66.92,68,0,4.61,clear sky,2022-04-27 17:00:11
394,Andenes,NO,69.3143,16.1194,31.98,69,75,25.32,light snow,2022-04-27 17:01:56
395,Manono,CD,-7.3,27.4167,70.93,97,98,2.95,light rain,2022-04-27 17:01:56
396,Soyo,AO,-6.1349,12.3689,79.16,79,86,6.69,overcast clouds,2022-04-27 17:01:57
397,Belaya Gora,RU,68.5333,146.4167,7.66,97,99,4.9,overcast clouds,2022-04-27 17:01:57
398,Aginskoye,RU,51.1,114.53,34.03,26,32,6.33,scattered clouds,2022-04-27 17:01:58
399,Nhulunbuy,AU,-12.2333,136.7667,77.61,94,64,0.0,broken clouds,2022-04-27 17:01:58
400,Namibe,AO,-15.1961,12.1522,73.45,74,17,6.55,few clouds,2022-04-27 17:01:59
401,Madan,BG,41.5,24.95,54.77,86,67,2.57,broken clouds,2022-04-27 17:01:59
402,Ponnani,IN,10.767,75.9252,85.32,82,13,4.21,few clouds,2022-04-27 17:02:00
403,Abu Kamal,SY,34.4506,40.9171,81.95,28,5,11.83,clear sky,2022-04-27 17:02:00
404,Antofagasta,CL,-23.65,-70.4,72.21,49,35,10.71,scattered clouds,2022-04-27 16:58:23
405,Kirakira,SB,-10.4544,161.9205,80.24,81,99,3.49,overcast clouds,2022-04-27 17:02:01
406,Lata,PT,40.1629,-8.3327,59.81,62,69,11.18,broken clouds,2022-04-27 17:02:02
407,Outjo,NA,-20.1167,16.15,77.7,25,32,3.76,scattered clouds,2022-04-27 17:02:02
408,Anloga,GH,5.7947,0.8973,83.39,78,99,13.27,overcast clouds,2022-04-27 17:02:03
409,Yulara,AU,-25.2406,130.9889,73.74,35,99,3.15,overcast clouds,2022-04-27 17:02:03
410,Ascension,US,30.2169,-90.9001,75.11,52,0,3.44,clear sky,2022-04-27 17:02:04
411,Bollnas,SE,61.3482,16.3946,43.61,36,99,3.62,overcast clouds,2022-04-27 17:02:04
412,Ndioum,SN,16.5129,-14.6471,98.67,11,0,4.88,clear sky,2022-04-27 17:02:05
413,Buenaventura,CO,3.8801,-77.0312,86.41,65,65,4.36,broken clouds,2022-04-27 17:02:05
414,Sao Filipe,CV,14.8961,-24.4956,74.57,65,17,14.2,few clouds,2022-04-27 17:02:06
415,Olga,RU,43.7444,135.2892,39.0,50,40,4.92,scattered clouds,2022-04-27 17:03:07
416,Ariogala,LT,55.2667,23.4667,41.0,55,98,10.22,overcast clouds,2022-04-27 16:59:15
417,Quebo,GW,11.3333,-14.9333,93.99,37,7,12.82,clear sky,2022-04-27 17:03:08
418,Mackay,AU,-21.15,149.2,73.69,85,15,14.79,few clouds,2022-04-27 17:03:08
419,Hofn,IS,64.2539,-15.2082,46.42,71,100,12.66,overcast clouds,2022-04-27 17:03:09
420,Pochutla,MX,15.7432,-96.4661,92.82,44,6,8.32,clear sky,2022-04-27 17:03:09
421,Takoradi,GH,4.8845,-1.7554,83.16,76,54,12.53,broken clouds,2022-04-27 17:03:09
422,Yerbogachen,RU,61.2767,108.0108,23.4,94,13,2.3,few clouds,2022-04-27 17:03:10
423,Sydney,AU,-33.8679,151.2073,63.7,93,75,7.0,light rain,2022-04-27 17:01:36
424,Bar-Le-Duc,FR,48.75,5.1667,63.21,68,5,12.12,clear sky,2022-04-27 17:03:11
425,Henties Bay,NA,-22.116,14.2845,64.58,71,20,10.09,few clouds,2022-04-27 17:03:11
426,Ust-Kuyga,RU,70.0167,135.6,-4.88,100,100,4.56,overcast clouds,2022-04-27 17:03:11
427,Chipinge,ZW,-20.1883,32.6236,55.87,89,74,2.35,broken clouds,2022-04-27 17:03:12
428,Kerman,IR,30.2832,57.0788,72.16,29,95,6.58,overcast clouds,2022-04-27 17:03:12
429,Marawi,PH,7.9986,124.2928,70.68,91,99,1.61,overcast clouds,2022-04-27 17:03:13
430,Comodoro Rivadavia,AR,-45.8667,-67.5,45.73,45,91,17.09,overcast clouds,2022-04-27 17:03:13
431,Kununurra,AU,-15.7667,128.7333,71.58,88,40,4.61,scattered clouds,2022-04-27 17:03:14
432,Buin,CL,-33.7333,-70.75,62.06,63,78,5.64,broken clouds,2022-04-27 17:01:54
433,Ust-Ilimsk,RU,58.0006,102.6619,20.95,97,43,2.08,scattered clouds,2022-04-27 17:03:14
434,Ewa Beach,US,21.3156,-158.0072,74.43,88,76,8.88,broken clouds,2022-04-27 17:03:15
435,Sangar,RU,63.9242,127.4739,5.67,97,56,2.28,broken clouds,2022-04-27 17:03:15
436,Moose Factory,CA,51.2585,-80.6094,27.88,53,9,10.13,clear sky,2022-04-27 17:03:16
437,Carballo,ES,43.213,-8.691,60.22,91,91,2.24,light rain,2022-04-27 17:03:16
438,Kahului,US,20.8947,-156.47,74.84,90,69,15.01,broken clouds,2022-04-27 17:03:16
439,Krasnoselkup,RU,65.7,82.4667,34.41,99,100,19.1,overcast clouds,2022-04-27 17:03:17
440,Seoul,KR,37.5683,126.9778,51.24,23,2,1.81,clear sky,2022-04-27 17:00:17
441,Shakawe,BW,-18.3667,21.85,73.89,48,94,2.44,overcast clouds,2022-04-27 17:03:17
442,Akdepe,TM,42.0551,59.3788,76.33,18,100,11.59,overcast clouds,2022-04-27 17:03:18
443,Karwar,IN,14.8,74.1333,83.08,82,45,2.57,scattered clouds,2022-04-27 17:03:19
444,Altamont,US,42.2068,-121.7372,44.78,57,40,4.61,scattered clouds,2022-04-27 17:03:19
445,Ipira,BR,-12.1583,-39.7372,80.11,69,65,13.56,broken clouds,2022-04-27 17:03:19
446,Katangli,RU,51.7102,143.2326,25.68,90,100,38.7,snow,2022-04-27 17:03:20
447,Keokuk,US,40.3973,-91.3849,65.26,51,0,8.05,clear sky,2022-04-27 17:03:20
448,Bathsheba,BB,13.2167,-59.5167,77.61,100,75,13.8,broken clouds,2022-04-27 17:03:21
449,Hohhot,CN,40.8106,111.6522,43.52,81,100,4.59,overcast clouds,2022-04-27 17:03:21
450,Villa Maria,AR,-32.4075,-63.2402,68.9,20,0,8.93,clear sky,2022-04-27 17:03:22
451,Kavaratti,IN,10.5669,72.642,85.35,74,21,4.83,few clouds,2022-04-27 17:03:23
452,Coihaique,CL,-45.5752,-72.0662,37.76,75,100,2.8,overcast clouds,2022-04-27 17:01:02
453,Nova Olinda Do Norte,BR,-3.8881,-59.0942,83.48,81,91,3.62,overcast clouds,2022-04-27 17:03:24
454,Marshall,US,34.3834,-86.3333,69.33,45,0,9.22,clear sky,2022-04-27 16:59:08
455,Tura,IN,25.5198,90.2201,74.34,76,0,6.98,clear sky,2022-04-27 17:03:25
456,Valley Station,US,38.1112,-85.8702,65.19,39,0,9.22,clear sky,2022-04-27 17:03:26
457,Byron Bay,AU,-28.65,153.6167,61.95,86,65,3.85,broken clouds,2022-04-27 17:03:26
458,Karpathos,GR,35.507,27.2132,66.16,82,0,13.8,clear sky,2022-04-27 17:03:27
459,Nokaneng,BW,-19.6667,22.2667,74.37,44,67,6.44,broken clouds,2022-04-27 17:03:27
460,Oranjestad,AW,12.524,-70.027,79.47,75,100,19.86,overcast clouds,2022-04-27 17:03:28
461,Anadyr,RU,64.75,177.4833,30.0,86,100,15.01,overcast clouds,2022-04-27 17:00:12
462,Roma,US,43.2128,-75.4557,45.95,56,100,18.99,overcast clouds,2022-04-27 17:02:59
463,Puerto Penasco,MX,31.3167,-113.5333,72.91,71,0,8.99,clear sky,2022-04-27 17:04:29
464,Solnechnyy,RU,50.7214,136.6319,27.57,75,100,10.6,overcast clouds,2022-04-27 17:04:29
465,Lukulu,ZM,-14.3707,23.242,71.26,62,64,7.4,broken clouds,2022-04-27 17:04:30
466,Polunochnoye,RU,60.8697,60.4153,40.26,97,70,2.48,broken clouds,2022-04-27 17:04:31
467,Baghdad,IQ,33.3406,44.4009,84.11,24,27,3.44,dust,2022-04-27 17:04:31
468,Drayton Valley,CA,53.2168,-114.9854,36.73,96,100,18.14,overcast clouds,2022-04-27 17:04:32
469,Kloulklubed,PW,7.0419,134.2556,81.5,80,100,16.17,overcast clouds,2022-04-27 17:04:32
470,Nenjiang,CN,49.1833,125.2167,35.22,65,45,5.86,scattered clouds,2022-04-27 17:04:32
471,Talcahuano,CL,-36.7167,-73.1167,49.68,87,100,8.05,overcast clouds,2022-04-27 16:59:41
472,Isiro,CD,2.7739,27.616,69.28,97,99,2.51,moderate rain,2022-04-27 17:04:33
473,Yanam,IN,16.7333,82.2167,80.04,86,11,2.89,few clouds,2022-04-27 17:04:33
474,Tamiahua,MX,21.2667,-97.45,83.28,54,5,9.86,clear sky,2022-04-27 17:04:34
475,Ossora,RU,59.2353,163.0719,29.37,98,100,7.67,light snow,2022-04-27 17:04:34
476,Hambantota,LK,6.1241,81.1185,83.03,76,19,3.33,few clouds,2022-04-27 17:04:34
477,Khovu-Aksy,RU,51.1333,93.6,33.84,71,74,2.42,broken clouds,2022-04-27 17:04:35
478,Najran,SA,17.4924,44.1277,83.07,18,48,9.06,scattered clouds,2022-04-27 17:04:35
479,Dingle,PH,10.9995,122.6711,78.33,87,95,6.73,overcast clouds,2022-04-27 17:04:36
480,Nosy Varika,MG,-20.5833,48.5333,75.97,87,5,9.06,light rain,2022-04-27 17:04:36
481,Ambon,ID,-3.6954,128.1814,77.14,100,40,4.61,scattered clouds,2022-04-27 17:04:36
482,Nuevo Progreso,MX,23.1667,-97.95,80.47,63,17,7.72,few clouds,2022-04-27 17:04:37
483,Sioux Lookout,CA,50.1001,-91.917,32.7,82,45,3.4,scattered clouds,2022-04-27 17:04:37
484,Jalu,LY,29.0331,21.5482,91.11,9,100,15.88,overcast clouds,2022-04-27 17:04:37
485,Nicoya,CR,10.1483,-85.452,90.37,51,100,4.76,overcast clouds,2022-04-27 17:00:36
486,El Estor,GT,15.5333,-89.35,81.55,76,58,1.88,broken clouds,2022-04-27 17:04:38
487,Norman Wells,CA,65.282,-126.8329,30.24,74,75,11.5,light snow,2022-04-27 17:04:38
488,Riyadh,SA,24.6877,46.7219,87.94,24,49,22.39,scattered clouds,2022-04-27 17:04:39
489,Wakkanai,JP,45.4094,141.6739,41.47,71,4,32.59,clear sky,2022-04-27 17:04:39
490,Balabac,PH,7.9868,117.0645,76.19,94,100,6.31,light rain,2022-04-27 17:01:46
491,Sarangani,PH,5.4033,125.4636,80.38,79,100,7.83,overcast clouds,2022-04-27 17:04:40
492,Hovd,MN,48.0056,91.6419,36.0,77,89,3.8,overcast clouds,2022-04-27 17:04:40
493,Sayyan,YE,15.1718,44.3244,65.21,41,70,6.58,light rain,2022-04-27 17:04:40
494,Alma,CA,48.5501,-71.6491,43.41,75,98,7.94,overcast clouds,2022-04-27 17:04:41
495,Saraland,US,30.8207,-88.0706,77.05,39,29,6.35,scattered clouds,2022-04-27 17:04:42
496,Miloslavskoye,RU,53.5815,39.4399,46.29,82,64,4.79,broken clouds,2022-04-27 17:04:42
497,Usinsk,RU,65.9939,57.5281,25.84,72,100,11.65,overcast clouds,2022-04-27 17:04:43
498,Havoysund,NO,70.9963,24.6622,26.83,73,100,27.54,snow,2022-04-27 17:04:43
499,Aklavik,CA,68.2191,-135.0107,20.37,90,100,9.1,overcast clouds,2022-04-27 17:04:44
500,Armidale,AU,-30.5167,151.65,53.69,97,89,4.0,overcast clouds,2022-04-27 17:04:44
501,Caruray,PH,10.3094,119.0128,79.12,85,100,3.4,moderate rain,2022-04-27 17:04:44
502,Aitape,PG,-3.1374,142.3475,78.73,87,48,3.85,scattered clouds,2022-04-27 17:04:45
503,Gloucester,GB,51.8657,-2.2431,53.19,58,75,9.22,broken clouds,2022-04-27 17:04:45
504,Mount Isa,AU,-20.7333,139.5,69.57,83,7,4.61,clear sky,2022-04-27 17:00:48
505,Barentu,ER,15.1139,37.5928,91.63,12,8,8.66,clear sky,2022-04-27 17:04:46
506,Yumen,CN,40.2833,97.2,50.05,32,2,2.28,clear sky,2022-04-27 17:04:46
507,Mitsamiouli,KM,-11.3847,43.2844,81.84,77,95,10.42,overcast clouds,2022-04-27 17:05:46
508,Bongandanga,CD,1.5,21.05,73.6,91,88,1.41,overcast clouds,2022-04-27 17:05:47
509,Starosubkhangulovo,RU,53.1031,57.4423,57.74,67,100,7.45,overcast clouds,2022-04-27 17:05:47
510,Artyom,AZ,40.4723,50.333,59.14,74,10,6.02,clear sky,2022-04-27 17:05:48
511,Capinopolis,BR,-18.6819,-49.5697,88.12,36,1,8.23,clear sky,2022-04-27 17:05:05
512,Turangi,NZ,-39.0,175.9333,40.68,96,4,3.6,clear sky,2022-04-27 17:05:49
513,Macae,BR,-22.3708,-41.7869,83.71,61,0,12.46,clear sky,2022-04-27 17:05:50
514,Mananara,MG,-16.1667,49.7667,74.53,90,2,0.74,clear sky,2022-04-27 17:05:50
515,Mahibadhoo,MV,3.7833,72.9667,84.31,70,41,3.62,scattered clouds,2022-04-27 17:05:50
516,Itoigawa,JP,37.0333,137.85,49.86,82,77,4.72,broken clouds,2022-04-27 17:05:51
517,Kaohsiung,TW,22.6163,120.3133,83.03,84,0,1.01,clear sky,2022-04-27 17:05:51
518,Kuybyshevo,RU,47.8123,38.9073,60.76,59,14,7.9,few clouds,2022-04-27 17:05:51
519,Manokwari,ID,-0.8667,134.0833,78.8,78,100,4.12,overcast clouds,2022-04-27 17:05:52
520,Erdenet,MN,49.0333,104.0833,36.12,33,55,5.93,broken clouds,2022-04-27 17:05:52
521,Adre,TD,13.4667,22.2,87.85,30,97,13.67,overcast clouds,2022-04-27 17:05:53
522,Vila,PT,42.0304,-8.1588,50.88,83,88,5.5,overcast clouds,2022-04-27 17:05:53
523,Vidalia,US,32.2177,-82.4135,76.78,46,0,8.05,clear sky,2022-04-27 17:05:53
524,Masallatah,LY,32.6167,14.0,65.55,62,71,19.71,broken clouds,2022-04-27 17:05:54
525,Sechelt,CA,49.4664,-123.7694,48.0,79,67,3.4,broken clouds,2022-04-27 17:05:54
526,Florianopolis,BR,-27.6146,-48.5012,82.35,83,20,14.97,few clouds,2022-04-27 17:03:20
527,San Juan,AR,-31.5375,-68.5364,66.97,23,0,7.2,clear sky,2022-04-27 17:02:33
528,Maragogipe,BR,-12.7778,-38.9194,84.42,60,37,10.11,scattered clouds,2022-04-27 17:05:55
529,Kyra,RU,49.5776,111.9753,32.49,48,48,3.58,scattered clouds,2022-04-27 17:05:55
530,Saint-Pierre,RE,-21.3393,55.4781,73.9,82,0,0.0,clear sky,2022-04-27 17:05:55
531,Tazovskiy,RU,67.4667,78.7,34.23,99,100,14.99,overcast clouds,2022-04-27 17:05:56
532,Hindupur,IN,13.8289,77.4933,88.77,28,39,10.33,scattered clouds,2022-04-27 17:05:56
533,Ayagoz,KZ,47.9714,80.4392,49.48,43,31,7.56,scattered clouds,2022-04-27 17:05:57
534,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,30.63,94,100,26.28,snow,2022-04-27 17:03:44
535,George,ZA,-33.963,22.4617,60.67,64,0,3.42,clear sky,2022-04-27 17:05:57
536,Port Said,EG,31.2565,32.2841,67.51,73,0,11.61,clear sky,2022-04-27 17:05:57
537,Tadine,NC,-21.55,167.8833,73.96,69,100,15.21,overcast clouds,2022-04-27 17:05:58
538,Kalmunai,LK,7.4167,81.8167,82.67,75,8,5.86,clear sky,2022-04-27 17:05:58
539,Katsuura,JP,35.1333,140.3,61.21,79,100,27.49,light rain,2022-04-27 17:05:59
540,Tommot,RU,58.9564,126.2925,27.25,95,100,7.38,snow,2022-04-27 17:01:37
541,Poplar Bluff,US,36.757,-90.3929,64.18,45,50,3.0,scattered clouds,2022-04-27 17:01:48
542,Tefe,BR,-3.3542,-64.7114,91.51,62,20,2.3,few clouds,2022-04-27 17:05:19
543,Alofi,NU,-19.0595,-169.9187,77.43,79,87,15.1,light rain,2022-04-27 17:06:01
544,Dakar,SN,14.6937,-17.4441,86.88,81,5,19.1,clear sky,2022-04-27 17:02:42
545,Saint-Georges,GD,12.0564,-61.7485,78.94,81,100,7.36,overcast clouds,2022-04-27 17:06:01
546,Saint Anthony,US,45.0205,-93.218,43.25,43,0,14.97,clear sky,2022-04-27 17:06:02
547,Ambilobe,MG,-13.2,49.05,75.38,92,29,0.96,light rain,2022-04-27 17:06:02
548,Ulaangom,MN,49.9811,92.0667,42.58,46,92,5.88,overcast clouds,2022-04-27 17:01:13
549,Pokrovka,KG,42.3414,78.0056,41.7,84,100,3.47,overcast clouds,2022-04-27 17:06:03
550,Liwale,TZ,-9.7667,37.9333,69.46,98,73,4.83,broken clouds,2022-04-27 17:06:03
551,Verkhnyaya Toyma,RU,62.2349,44.9985,25.81,76,100,9.89,overcast clouds,2022-04-27 17:06:04
552,Derzhavinsk,KZ,51.1,66.3167,60.21,47,36,9.75,scattered clouds,2022-04-27 17:06:04
553,Navalmoral De La Mata,ES,39.8916,-5.5406,68.95,44,17,9.28,few clouds,2022-04-27 17:06:04
554,Lazaro Cardenas,MX,17.9583,-102.2,87.35,37,3,7.4,clear sky,2022-04-27 17:02:57
555,Surt,LY,31.2089,16.5887,68.16,65,10,22.24,clear sky,2022-04-27 17:07:05
556,Tual,ID,-5.6667,132.75,84.63,72,99,11.21,overcast clouds,2022-04-27 17:07:06
557,Laguna,US,38.421,-121.4238,63.43,58,0,5.75,clear sky,2022-04-27 17:07:06
558,San Pedro,PH,14.35,121.0167,83.43,76,40,9.15,scattered clouds,2022-04-27 17:05:25
559,Fairlie,GB,55.756,-4.8556,57.4,58,33,3.02,scattered clouds,2022-04-27 17:07:07
560,Calvinia,ZA,-31.4707,19.776,64.74,23,0,6.64,clear sky,2022-04-27 17:07:07
561,Bilma,NE,18.6853,12.9164,99.19,6,4,8.79,clear sky,2022-04-27 17:07:07
562,Olavarria,AR,-36.8927,-60.3225,61.02,39,0,4.94,clear sky,2022-04-27 17:07:08
563,Dalbandin,PK,28.8947,64.4101,89.22,11,100,3.85,overcast clouds,2022-04-27 17:07:08
564,Birao,CF,10.2849,22.7882,91.89,30,82,5.26,broken clouds,2022-04-27 17:02:22
565,Cayenne,GF,4.9333,-52.3333,85.08,3,75,11.5,broken clouds,2022-04-27 17:05:46
566,Stolberg,DE,50.7667,6.2333,61.34,53,80,6.71,broken clouds,2022-04-27 17:07:09
567,Sindor,RU,62.8629,51.8905,29.91,95,99,11.16,light snow,2022-04-27 17:07:10
568,Scarborough,GB,54.2797,-0.4044,45.97,73,60,1.99,broken clouds,2022-04-27 17:04:06
569,Azul,AR,-36.777,-59.8585,61.34,29,0,4.99,clear sky,2022-04-27 17:07:10
570,Roald,NO,62.5833,6.1333,42.91,75,75,23.02,light rain,2022-04-27 17:07:11
571,Itoman,JP,26.1247,127.6694,77.4,94,75,8.05,broken clouds,2022-04-27 17:03:49
572,Opuwo,NA,-18.0607,13.84,76.55,32,5,2.91,clear sky,2022-04-27 17:07:11
573,Waipawa,NZ,-41.4122,175.5153,50.09,78,99,3.69,overcast clouds,2022-04-27 17:06:15
574,Marsh Harbour,BS,26.5412,-77.0636,74.57,68,41,4.5,scattered clouds,2022-04-27 17:05:30
575,Envira,BR,-7.3,-70.2167,88.9,55,90,2.66,overcast clouds,2022-04-27 17:07:12
576,Warkworth,NZ,-36.4,174.6667,60.53,81,73,11.65,broken clouds,2022-04-27 17:07:13
577,Sokoto,NG,13.0609,5.239,104.22,9,3,7.76,clear sky,2022-04-27 17:07:13
578,Wajid,SO,3.8093,43.2471,78.28,74,99,5.93,light rain,2022-04-27 17:07:13
579,Chateauroux,FR,46.8167,1.7,64.4,52,0,11.5,clear sky,2022-04-27 17:07:14
580,Ambikapur,IN,23.1167,83.2,82.08,13,1,2.46,clear sky,2022-04-27 17:06:26
581,Sur,OM,22.5667,59.5289,89.91,43,8,5.3,clear sky,2022-04-27 17:02:56
582,Leh,IN,34.1667,77.5833,47.57,31,2,5.68,clear sky,2022-04-27 17:07:14
583,Tabuk,PH,17.4189,121.4443,74.88,84,53,4.7,broken clouds,2022-04-27 17:07:15
584,Oxford,GB,51.7522,-1.256,52.75,61,75,12.66,broken clouds,2022-04-27 17:07:15
585,College Park,US,38.9807,-76.9369,61.11,42,100,23.02,overcast clouds,2022-04-27 17:07:16
586,Puerto Baquerizo Moreno,EC,-0.9,-89.6,77.99,73,20,6.91,few clouds,2022-04-27 17:07:16
587,Majene,ID,-3.5403,118.9707,77.83,85,100,4.21,overcast clouds,2022-04-27 17:07:17
588,Zhuhai,CN,22.2769,113.5678,83.86,94,40,10.36,scattered clouds,2022-04-27 17:07:17
589,Tsiroanomandidy,MG,-18.7667,46.0333,66.52,96,94,3.36,overcast clouds,2022-04-27 17:07:18
590,Luganville,VU,-15.5333,167.1667,77.14,87,89,7.2,moderate rain,2022-04-27 17:07:18
591,Rafai,CF,4.95,23.9167,75.06,78,91,2.44,light rain,2022-04-27 17:07:18
592,Lere,NG,10.387,8.5726,89.42,24,92,2.82,overcast clouds,2022-04-27 17:07:19
593,Tecolutla,MX,20.4833,-97.0167,82.26,60,3,10.96,clear sky,2022-04-27 17:07:20
594,Camacha,PT,33.0833,-16.3333,63.82,59,20,12.66,few clouds,2022-04-27 17:07:20
595,Peniche,PT,39.3558,-9.3811,65.28,82,62,14.16,broken clouds,2022-04-27 17:07:20
596,Smithers,CA,54.7804,-127.1743,45.09,51,61,0.4,broken clouds,2022-04-27 17:04:13
597,Matara,LK,5.9485,80.5353,81.12,83,19,2.55,few clouds,2022-04-27 17:07:21
598,Pimenta Bueno,BR,-11.6725,-61.1936,89.06,51,9,5.03,clear sky,2022-04-27 17:07:21
599,Gogrial,SS,8.5332,28.1004,96.85,20,73,3.85,broken clouds,2022-04-27 17:07:22
600,Port Hawkesbury,CA,45.6169,-61.3485,48.9,82,100,5.01,overcast clouds,2022-04-27 17:07:16
601,Atar,MR,20.5169,-13.0499,91.65,10,0,10.89,clear sky,2022-04-27 17:07:23
