City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
602,Makinsk,KZ,52.6292,70.4169,58.73,44,87,10.09,overcast clouds,2022-04-27 17:08:24
603,Ilawa,PL,53.596,19.5685,52.79,59,97,10.18,overcast clouds,2022-04-27 17:08:24
604,Chorozinho,BR,-4.3003,-38.4978,84.4,70,96,5.19,overcast clouds,2022-04-27 17:08:25
605,Martinsville,US,36.6915,-79.8725,67.17,27,0,20.71,clear sky,2022-04-27 17:05:02
606,Swan River,CA,52.1058,-101.2676,40.23,47,91,10.2,overcast clouds,2022-04-27 17:04:34
607,Honningsvag,NO,70.9821,25.9704,26.35,93,100,24.16,heavy snow,2022-04-27 17:08:25
608,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,93.45,47,66,2.13,broken clouds,2022-04-27 17:08:26
609,Capitao Poco,BR,-1.7464,-47.0594,83.01,82,74,5.7,broken clouds,2022-04-27 17:08:26
610,Havre-Saint-Pierre,CA,50.2334,-63.5986,39.45,91,100,2.46,overcast clouds,2022-04-27 17:08:27
611,Zhangjiakou,CN,40.81,114.8794,39.94,95,100,0.96,moderate rain,2022-04-27 17:08:27
612,Muros,ES,42.7762,-9.0603,64.69,73,12,4.41,few clouds,2022-04-27 17:08:28
613,Tezu,IN,27.9167,96.1667,70.63,67,28,4.32,light rain,2022-04-27 17:08:28
614,Walvis Bay,NA,-22.9575,14.5053,63.09,56,5,16.17,clear sky,2022-04-27 17:05:39
615,Bosaso,SO,11.2842,49.1816,83.39,73,10,4.25,clear sky,2022-04-27 17:08:29
616,Den Helder,NL,52.9599,4.7593,52.97,65,100,8.99,overcast clouds,2022-04-27 17:08:29
617,Nagaur,IN,27.2,73.7333,93.52,14,1,11.43,clear sky,2022-04-27 17:08:29
618,Novoagansk,RU,61.9449,76.6625,40.8,100,100,7.63,overcast clouds,2022-04-27 17:08:30
619,Morros,BR,-9.4467,-46.3003,87.66,38,8,8.23,clear sky,2022-04-27 17:08:30
620,Aksarka,RU,66.5606,67.7975,17.67,87,7,6.62,clear sky,2022-04-27 17:08:31
621,Outlook,CA,51.5001,-107.0513,53.35,37,32,16.13,scattered clouds,2022-04-27 17:08:31
622,Melbu,NO,68.5044,14.8297,35.38,60,75,17.27,light snow,2022-04-27 17:08:32
623,Fairbanks,US,64.8378,-147.7164,43.25,64,0,3.44,clear sky,2022-04-27 17:06:52
624,Makurdi,NG,7.7411,8.5121,86.23,57,100,8.7,overcast clouds,2022-04-27 17:08:32
625,Beboto,TD,8.2668,16.939,88.29,43,92,8.19,overcast clouds,2022-04-27 17:08:33
626,College,US,64.8569,-147.8028,43.23,64,40,3.44,scattered clouds,2022-04-27 17:08:33
627,Avera,US,33.194,-82.5271,71.11,34,0,8.34,clear sky,2022-04-27 17:05:57
628,Shimoda,JP,34.6667,138.95,64.11,87,100,19.04,overcast clouds,2022-04-27 17:06:33
629,Koster,ZA,-25.863,26.8976,54.0,62,0,5.5,clear sky,2022-04-27 17:08:34
630,Sola,VU,-13.8833,167.55,80.56,78,97,13.82,overcast clouds,2022-04-27 17:08:34
631,Sinnamary,GF,5.3833,-52.95,82.89,77,91,9.33,overcast clouds,2022-04-27 17:08:35
632,Mizdah,LY,31.4451,12.9801,75.88,25,24,25.43,few clouds,2022-04-27 17:08:36
633,Salina Cruz,MX,16.1667,-95.2,90.54,41,12,26.24,few clouds,2022-04-27 17:08:36
634,Porto Novo,BJ,6.4965,2.6036,83.66,75,93,13.38,overcast clouds,2022-04-27 17:08:37
635,Chibombo,ZM,-14.6569,28.0706,61.92,84,47,4.92,scattered clouds,2022-04-27 17:08:37
636,Juneau,US,58.3019,-134.4197,40.84,95,100,6.91,light rain,2022-04-27 17:08:39
637,Bikramganj,IN,25.2,84.25,90.72,10,0,1.88,clear sky,2022-04-27 17:07:12
638,Bandarbeyla,SO,9.4942,50.8122,83.21,77,69,10.65,broken clouds,2022-04-27 17:08:39
639,Moss Vale,AU,-34.55,150.3833,56.16,99,89,2.62,overcast clouds,2022-04-27 17:08:40
640,Iralaya,HN,15.0,-83.2333,84.2,64,82,11.27,broken clouds,2022-04-27 17:08:40
641,Sharlyk,RU,52.9167,54.75,63.16,59,100,14.25,overcast clouds,2022-04-27 17:08:40
642,Bairiki,KI,1.3292,172.9752,80.6,89,40,12.66,scattered clouds,2022-04-27 17:08:41
643,Jeremie,HT,18.65,-74.1167,79.38,64,39,8.66,scattered clouds,2022-04-27 17:08:42
644,Pathein,MM,16.7833,94.7333,81.45,80,6,6.93,clear sky,2022-04-27 17:08:10
645,Andilamena,MG,-17.0167,48.5833,66.27,93,5,3.94,clear sky,2022-04-27 17:09:42
646,Kilifi,KE,-3.6305,39.8499,80.53,80,72,10.45,broken clouds,2022-04-27 17:09:42
647,Sikasso,ML,10.9167,-7.0,101.98,21,98,2.17,overcast clouds,2022-04-27 17:09:43
648,Charagua,BO,-19.8,-63.2167,92.77,33,86,11.74,overcast clouds,2022-04-27 17:09:43
649,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,60,20,24.16,few clouds,2022-04-27 17:09:44
650,Beaverlodge,CA,55.2166,-119.4361,38.28,89,100,15.88,overcast clouds,2022-04-27 17:09:44
651,Ushtobe,KZ,45.2514,77.9838,54.57,30,52,5.86,broken clouds,2022-04-27 17:09:44
652,Kinablangan,PH,7.6947,126.5503,76.42,90,100,2.04,light rain,2022-04-27 17:09:45
653,Margate,GB,51.3813,1.3862,49.87,64,7,8.01,clear sky,2022-04-27 17:09:45
654,Zhezkazgan,KZ,47.8043,67.7144,60.78,39,0,4.47,clear sky,2022-04-27 17:09:45
655,Pangnirtung,CA,66.1451,-65.7125,9.07,66,24,5.75,few clouds,2022-04-27 17:09:46
656,Shirokiy,RU,49.758,129.523,32.94,62,37,7.81,scattered clouds,2022-04-27 17:09:46
657,Prince Rupert,CA,54.3161,-130.3201,45.21,68,89,0.4,overcast clouds,2022-04-27 17:05:09
658,Srednyaya Akhtuba,RU,48.7089,44.8667,70.39,53,100,6.24,overcast clouds,2022-04-27 17:09:47
659,Ugoofaaru,MV,5.6667,73.0,85.14,71,26,1.57,scattered clouds,2022-04-27 17:09:47
660,Thonon-Les-Bains,FR,46.25,6.5,58.1,51,9,5.21,clear sky,2022-04-27 17:09:47
661,Malakal,SS,9.5334,31.6605,99.3,19,40,3.49,scattered clouds,2022-04-27 17:09:48
662,Toora-Khem,RU,52.4675,96.11,34.21,71,98,3.69,overcast clouds,2022-04-27 17:09:48
663,Bandarban,BD,22.1965,92.2262,74.93,99,16,2.55,few clouds,2022-04-27 17:09:49
664,Jardim,BR,-21.4803,-56.1381,95.22,30,16,13.85,few clouds,2022-04-27 17:09:49
665,Dezful,IR,32.3811,48.4058,83.55,27,17,5.12,few clouds,2022-04-27 17:09:49
666,Matagami,CA,49.7502,-77.6328,26.71,68,40,14.97,scattered clouds,2022-04-27 17:09:50
667,Mineiros,BR,-17.5694,-52.5511,83.34,42,0,11.23,clear sky,2022-04-27 17:09:50
668,Jacmel,HT,18.2342,-72.5347,82.53,58,18,6.62,few clouds,2022-04-27 17:09:51
669,Chimbote,PE,-9.0853,-78.5783,71.33,76,90,7.9,overcast clouds,2022-04-27 17:05:11
670,Zhigalovo,RU,54.8097,105.1578,29.86,91,71,6.49,broken clouds,2022-04-27 17:09:51
671,Tessalit,ML,20.1986,1.0114,90.81,8,0,15.93,clear sky,2022-04-27 17:09:51
672,Lasa,IT,46.6166,10.7002,59.36,64,15,3.13,few clouds,2022-04-27 17:09:52
673,Cozumel,MX,20.5083,-86.9458,84.94,82,100,9.22,overcast clouds,2022-04-27 17:06:01
674,Rio Brilhante,BR,-21.8019,-54.5464,93.97,29,94,12.86,overcast clouds,2022-04-27 17:09:52
675,Diego De Almagro,CL,-26.3667,-70.05,75.9,18,0,7.45,clear sky,2022-04-27 17:09:53
676,Bemidji,US,47.4736,-94.8803,44.56,34,0,16.11,clear sky,2022-04-27 17:05:18
677,Awbari,LY,26.5921,12.7805,96.53,5,34,12.35,scattered clouds,2022-04-27 17:09:53
678,Fengzhen,CN,40.4394,113.1536,35.67,100,100,1.19,moderate rain,2022-04-27 17:09:54
679,Pasighat,IN,28.0667,95.3333,70.36,76,50,5.06,scattered clouds,2022-04-27 17:09:54
680,Changqing,CN,36.5575,116.7272,58.77,31,56,5.84,broken clouds,2022-04-27 17:09:54
681,Northam,GB,51.0333,-4.2167,54.66,61,64,12.39,broken clouds,2022-04-27 17:09:55
682,Yining,CN,29.0361,114.5636,68.41,96,80,1.95,broken clouds,2022-04-27 17:09:55
683,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,91.02,55,99,1.99,overcast clouds,2022-04-27 17:09:55
684,Rochegda,RU,62.8,43.25,22.46,74,60,7.67,broken clouds,2022-04-27 17:09:56
685,Linares,CL,-35.85,-71.6,55.27,72,76,9.24,broken clouds,2022-04-27 17:09:57
686,Rocha,UY,-34.4833,-54.3333,68.23,61,97,13.09,overcast clouds,2022-04-27 17:09:15
